As a kid growing up in South Africa, Elon Musk knew pain and learned how to survive it. ||Aˍ ˍ kid growing uˍ iˍ South Africa, Elon Musk knew pain aˍˍ learned hˍˍ tˍ survive it. ||Aˍ ˍ kid growing uˍ iˍ South Africa, Elon Musk knew pain aˍˍ learned hˍˍ tˍ survive it. ||Aˍ ˍ kid growˍˍˍ uˍ iˍ South Africa, Elon Musk knˍˍ pain aˍˍ learˍˍˍ hˍˍ tˍ survˍˍˍ it. ||Aˍ ˍ kˍˍ groˍˍˍˍ uˍ iˍ South Africa, Elon Musk knˍˍ pain aˍˍ leaˍˍˍˍ hˍˍ tˍ surˍˍˍˍ it. ||ˍˍ ˍ kid gˍˍˍˍˍˍ ˍˍ ˍˍ South Africa, Elon Musk kˍˍˍ pain aˍˍ lˍˍˍˍˍˍ hˍˍ ˍˍ sˍˍˍˍˍˍ it. || 在南非长大的时候，埃隆·马斯克了解痛苦并学会了如何生存。
The counselors would recount such stories as warnings. ||Tˍˍ counselors wˍˍˍd recount such stories aˍ warnings. ||Tˍˍ counselors wˍˍˍd recount sˍˍˍ stories aˍ warnings. ||Tˍˍ counselors wˍˍˍˍ recoˍˍˍ sˍˍˍ stories aˍ warnings. ||Tˍˍ cˍˍˍˍˍˍˍˍˍ wˍˍˍˍ recˍˍˍˍ sˍˍˍ stories aˍ wˍˍˍˍˍˍˍ. ||ˍˍˍ cˍˍˍˍˍˍˍˍˍ ˍˍˍˍˍ rˍˍˍˍˍˍ ˍˍˍˍ stories ˍˍ warnings. || 辅导员会把这些故事当作警告来讲述。
”Don’t be stupid like that dumb fuck who died last year,” they would say. ”Don’t be the weak dumb fuck.” ||”Dˍnˍˍ bˍ sˍˍˍˍd like that dumb fuck who died last year,” they wˍˍˍd say. ”Dˍnˍˍ bˍ tˍˍ weak dumb fuck.” ||”Dˍnˍˍ bˍ sˍˍˍˍd lˍˍˍ tˍˍˍ dˍˍˍ fuck who died lˍˍˍ year,” they wˍˍˍd say. ”Dˍnˍˍ bˍ tˍˍ wˍˍˍ dˍˍˍ fuck.” ||”Dˍnˍˍ bˍ sˍˍˍˍˍ lˍˍˍ tˍˍˍ dˍˍˍ fuck who die~ lˍˍˍ year,” they wˍˍˍˍ saˍ. ”Dˍnˍˍ bˍ tˍˍ wˍˍˍ dˍˍˍ fuck.” ||”Dˍnˍˍ bˍ sˍˍˍˍˍ lˍˍˍ tˍˍˍ dˍˍˍ fˍˍˍ who die~ lˍˍˍ yˍˍˍ,” they wˍˍˍˍ saˍ. ”Dˍnˍˍ bˍ tˍˍ wˍˍˍ dˍˍˍ fˍˍˍ.” ||”ˍˍˍˍˍ ˍˍ ˍˍˍˍˍˍ ˍˍˍˍ ˍˍˍˍ ˍˍˍˍ fuck wˍˍ dˍˍˍ ˍˍˍˍ yˍˍˍ,” tˍˍˍ ˍˍˍˍˍ sˍˍ. ”ˍˍˍˍˍ ˍˍ ˍˍˍ ˍˍˍˍ ˍˍˍˍ fˍˍˍ.” || 他们会说，”不要像去年死的那个蠢蛋一样愚蠢。不要做那个软弱的蠢蛋。”
The second time Elon went to veldskool, he was about to turn sixteen. ||Tˍˍ sˍˍˍˍd time Elon went tˍ veldskool, he wˍˍ aˍˍˍt tˍ turn sixteen. ||Tˍˍ sˍˍˍˍd time Elon went tˍ veldskool, he wˍˍ aˍˍˍt tˍ turn sixteen. ||Tˍˍ sˍˍˍˍˍ time Elon weˍˍ tˍ veldskool, he wˍˍ aˍˍˍˍ tˍ tuˍˍ sixteen. ||Tˍˍ sˍˍˍˍˍ tˍˍˍ Elon weˍˍ tˍ vˍˍˍˍˍˍˍˍ, he wˍˍ aˍˍˍˍ tˍ tuˍˍ sixteen. ||ˍˍˍ ˍˍˍˍˍˍ tˍˍˍ Elon wˍˍˍ ˍˍ veldskool, hˍ ˍˍˍ ˍˍˍˍˍ ˍˍ tˍˍˍ sixteen. || 第二次埃隆去veldskool时，他快十六岁了。
He had gotten much bigger, bursting up to six feet with a bearlike frame, and had learned some judo. ||He hˍˍ gotten much bˍˍˍˍr, bursting uˍ tˍ sˍˍ feet with ˍ beˍˍˍˍke frame, aˍˍ hˍˍ learned some judo. ||He hˍˍ gotten mˍˍˍ bˍˍˍˍr, bursting uˍ tˍ sˍˍ feet wˍˍˍ ˍ bˍˍˍˍˍˍe frame, aˍˍ hˍˍ learned sˍˍˍ judo. ||He hˍˍ gottˍˍ mˍˍˍ bˍˍˍˍˍ, bursˍˍˍˍ uˍ tˍ sˍˍ feet wˍˍˍ ˍ bˍˍˍˍˍˍe frame, aˍˍ hˍˍ learˍˍˍ sˍˍˍ judo. ||He hˍˍ gotˍˍˍ mˍˍˍ bˍˍˍˍˍ, burˍˍˍˍˍ uˍ tˍ sˍˍ feet wˍˍˍ ˍ bˍˍˍˍˍˍˍ fˍˍˍˍ, aˍˍ hˍˍ leaˍˍˍˍ sˍˍˍ judo. ||Hˍ ˍˍˍ gˍˍˍˍˍ ˍˍˍˍ ˍˍˍˍˍˍ, bˍˍˍˍˍˍˍ ˍˍ ˍˍ ˍˍˍ feet ˍˍˍˍ ˍ ˍˍˍˍˍˍˍˍ frame, aˍˍ ˍˍˍ lˍˍˍˍˍˍ ˍˍˍˍ judo. || 他长得大多了，长到六英尺高，身材像熊，并且学了一些柔道。
So veldskool wasn’t so bad. ”I realized by then that if someone bullied me, I could punch them very hard in the nose, and then they wouldn’t bully me again. ||Sˍ veldskool wˍˍnˍˍ sˍ bˍˍ. ”I realized bˍ then that iˍ someone bullied me, I cˍˍˍd punch them very hard iˍ tˍˍ nose, aˍˍ then they wˍˍˍdnˍˍ bully me aˍˍˍn. ||Sˍ veldskool wˍˍnˍˍ sˍ bˍˍ. ”I realized bˍ tˍˍˍ tˍˍˍ iˍ someone bullied me, I cˍˍˍd punch them vˍˍˍ hˍˍˍ iˍ tˍˍ nose, aˍˍ tˍˍˍ they wˍˍˍdnˍˍ bully me aˍˍˍn. ||Sˍ veldskool wˍˍnˍˍ sˍ bˍˍ. ”I realize~ bˍ tˍˍˍ tˍˍˍ iˍ someone bullˍˍˍ me, I cˍˍˍˍ punˍˍ them vˍˍˍ hˍˍˍ iˍ tˍˍ nose, aˍˍ tˍˍˍ they wˍˍˍˍnˍˍ bulˍˍ me aˍˍˍˍ. ||Sˍ vˍˍˍˍˍˍˍˍ wˍˍnˍˍ sˍ bˍˍ. ”I realize~ bˍ tˍˍˍ tˍˍˍ iˍ someone bulˍˍˍˍ me, I cˍˍˍˍ puˍˍˍ them vˍˍˍ hˍˍˍ iˍ tˍˍ nˍˍˍ, aˍˍ tˍˍˍ they wˍˍˍˍnˍˍ buˍˍˍ me aˍˍˍˍ. ||ˍˍ vˍˍˍˍˍˍˍˍ ˍˍˍˍˍˍ ˍˍ ˍˍˍ. ”I rˍˍˍˍˍˍˍ ˍˍ ˍˍˍˍ tˍˍˍ iˍ sˍˍˍˍˍˍ bˍˍˍˍˍˍ me, I ˍˍˍˍˍ pˍˍˍˍ them ˍˍˍˍ ˍˍˍˍ ˍˍ ˍˍˍ nose, aˍˍ ˍˍˍˍ tˍˍˍ ˍˍˍˍˍˍˍˍ bˍˍˍˍ me ˍˍˍˍˍ. || 所以veldskool并没有那么糟糕。”那时我意识到，如果有人欺负我，我可以非常用力地打他们的鼻子，然后他们就不会再欺负我了。
They might beat the shit out of me, but if I had punched them hard in the nose, they wouldn’t come after me again.” ||They mˍˍˍt beat tˍˍ shit oˍˍ oˍ me, bˍˍ iˍ I hˍˍ punched them hard iˍ tˍˍ nose, they wˍˍˍdnˍˍ come aˍˍˍr me aˍˍˍn.” ||They mˍˍˍt beat tˍˍ shit oˍˍ oˍ me, bˍˍ iˍ I hˍˍ punched them hˍˍˍ iˍ tˍˍ nose, they wˍˍˍdnˍˍ come aˍˍˍr me aˍˍˍn.” ||They mˍˍˍˍ beˍˍ tˍˍ shit oˍˍ oˍ me, bˍˍ iˍ I hˍˍ puncˍˍˍ them hˍˍˍ iˍ tˍˍ nose, they wˍˍˍˍnˍˍ coˍˍ aˍˍˍˍ me aˍˍˍˍ.” ||They mˍˍˍˍ beˍˍ tˍˍ shit oˍˍ oˍ me, bˍˍ iˍ I hˍˍ punˍˍˍˍ them hˍˍˍ iˍ tˍˍ nˍˍˍ, they wˍˍˍˍnˍˍ coˍˍ aˍˍˍˍ me aˍˍˍˍ.” ||Tˍˍˍ ˍˍˍˍˍ bˍˍˍ ˍˍˍ shit ˍˍˍ ˍˍ me, bˍˍ iˍ I ˍˍˍ pˍˍˍˍˍˍ them ˍˍˍˍ ˍˍ ˍˍˍ nose, tˍˍˍ ˍˍˍˍˍˍˍˍ cˍˍˍ ˍˍˍˍˍ me ˍˍˍˍˍ.” || 他们可能会把我打得很惨，但如果我狠狠地打了他们的鼻子，他们就不会再找我麻烦了。”
South Africa in the 1980s was a violent place, with machine gun attacks and knife killings common. ||South Africa iˍ tˍˍ 1980s wˍˍ ˍ viˍˍˍnt place, with machine gun attacks aˍˍ knife killings cˍˍˍˍn. ||South Africa iˍ tˍˍ 1980s wˍˍ ˍ vˍˍˍˍˍt place, wˍˍˍ machine gun attacks aˍˍ knife killings cˍˍˍˍn. ||South Africa iˍ tˍˍ 1980s wˍˍ ˍ vˍˍˍˍˍt place, wˍˍˍ machine gun attacks aˍˍ knife killings cˍˍˍˍˍ. ||South Africa iˍ tˍˍ 1ˍˍˍˍ wˍˍ ˍ vˍˍˍˍˍˍ pˍˍˍˍ, wˍˍˍ mˍˍˍˍˍˍ gˍˍ aˍˍˍˍˍˍ aˍˍ kˍˍˍˍ kˍˍˍˍˍˍˍ cˍˍˍˍˍ. ||South Africa ˍˍ ˍˍˍ 1980s ˍˍˍ ˍ ˍˍˍˍˍˍˍ pˍˍˍˍ, ˍˍˍˍ mˍˍˍˍˍˍ gˍˍ aˍˍˍˍˍˍ aˍˍ kˍˍˍˍ kˍˍˍˍˍˍˍ ˍˍˍˍˍˍ. || 1980年代的南非是一个暴力的地方，机关枪袭击和刀杀事件很常见。
Once, when Elon and Kimbal got off a train on their way to an anti apartheid music concert, they had to wade through a pool of blood next to a dead person with a knife still sticking out of his brain. ||Once, when Elon aˍˍ Kimbal got oˍˍ ˍ train oˍ their way tˍ aˍ antiˍapˍˍˍˍˍid music concert, they had tˍ wade thˍˍˍgh ˍ pool oˍ blood next tˍ ˍ dead person with ˍ knife sˍˍˍl sticking oˍˍ oˍ his brain. ||Oˍˍˍ, wˍˍˍ Elon aˍˍ Kimbal got oˍˍ ˍ train oˍ their way tˍ aˍ aˍˍˍˍaˍˍˍˍˍˍˍd music concert, they had tˍ wade tˍˍˍˍˍh ˍ pool oˍ blood nˍˍˍ tˍ ˍ dˍˍˍ person wˍˍˍ ˍ knife sˍˍˍl sticking oˍˍ oˍ his brain. ||Oˍˍˍ, wˍˍˍ Elon aˍˍ Kimbal goˍ oˍˍ ˍ train oˍ their way tˍ aˍ aˍˍˍˍaˍˍˍˍˍˍˍd music concert, they haˍ tˍ waˍˍ tˍˍˍˍˍh ˍ pool oˍ blood nˍˍˍ tˍ ˍ dˍˍˍ person wˍˍˍ ˍ knife sˍˍˍˍ sticˍˍˍˍ oˍˍ oˍ his brain. ||Oˍˍˍ, wˍˍˍ Elon aˍˍ Kimbal goˍ oˍˍ ˍ train oˍ their wˍˍ tˍ aˍ aˍˍˍˍaˍˍˍˍˍˍˍˍ mˍˍˍˍ cˍˍˍˍˍˍ, they haˍ tˍ waˍˍ tˍˍˍˍˍˍ ˍ pˍˍˍ oˍ bˍˍˍˍ nˍˍˍ tˍ ˍ dˍˍˍ pˍˍˍˍˍ wˍˍˍ ˍ kˍˍˍˍ sˍˍˍˍ stiˍˍˍˍˍ oˍˍ oˍ his bˍˍˍˍ. ||ˍˍˍˍ, wˍˍˍ Elon aˍˍ Kimbal gˍˍ ˍˍˍ ˍ train ˍˍ tˍˍˍˍ way ˍˍ ˍˍ ˍˍˍˍˍˍˍˍˍˍˍˍˍˍ mˍˍˍˍ concert, tˍˍˍ hˍˍ ˍˍ wˍˍˍ ˍˍˍˍˍˍˍ ˍ pool ˍˍ blood ˍˍˍˍ ˍˍ ˍ ˍˍˍˍ person ˍˍˍˍ ˍ kˍˍˍˍ ˍˍˍˍˍ sˍˍˍˍˍˍˍ ˍˍˍ ˍˍ hˍˍ brain. || 有一次，埃隆和金巴尔在去参加反种族隔离音乐会的途中下了火车，他们不得不涉过一滩血，旁边有一个死人，脑袋里还插着一把刀。
For the rest of the evening, the blood on the soles of their sneakers made a sticky sound against the pavement. ||Fˍˍ tˍˍ rest oˍ tˍˍ evening, tˍˍ blood oˍ tˍˍ soles oˍ their sneakers made ˍ sˍˍˍˍy sound agˍˍˍst tˍˍ pavement. ||Fˍˍ tˍˍ rest oˍ tˍˍ evening, tˍˍ blood oˍ tˍˍ soles oˍ their sneakers made ˍ sˍˍˍˍy sound aˍˍˍˍˍt tˍˍ pavement. ||Fˍˍ tˍˍ rest oˍ tˍˍ evening, tˍˍ blood oˍ tˍˍ soles oˍ their sneakers maˍˍ ˍ sˍˍˍˍˍ sound aˍˍˍˍˍt tˍˍ pavement. ||Fˍˍ tˍˍ rˍˍˍ oˍ tˍˍ eˍˍˍˍˍˍ, tˍˍ bˍˍˍˍ oˍ tˍˍ sˍˍˍˍ oˍ their sˍˍˍˍˍˍˍ maˍˍ ˍ sˍˍˍˍˍ sound aˍˍˍˍˍˍ tˍˍ pˍˍˍˍˍˍˍ. ||ˍˍˍ ˍˍˍ rest ˍˍ ˍˍˍ evening, ˍˍˍ bˍˍˍˍ ˍˍ ˍˍˍ soles ˍˍ tˍˍˍˍ sneakers mˍˍˍ ˍ ˍˍˍˍˍˍ sound ˍˍˍˍˍˍˍ ˍˍˍ pavement. || 整个晚上，他们的运动鞋鞋底上的血在人行道上发出黏糊糊的声音。
The Musk family kept German Shepherd dogs that were trained to attack anyone running by the house. ||Tˍˍ Musk family kept Gˍˍˍˍn Shepherd dogs that were trained tˍ attack anyone running bˍ tˍˍ house. ||Tˍˍ Musk family kept Gˍˍˍˍn Shepherd dogs that wˍˍˍ trained tˍ attack anyone running bˍ tˍˍ house. ||Tˍˍ Musk family keˍˍ Gˍˍˍˍˍ Shepherd dogs that wˍˍˍ traiˍˍˍ tˍ attaˍˍ anyone runnˍˍˍ bˍ tˍˍ house. ||Tˍˍ Musk fˍˍˍˍˍ keˍˍ Gˍˍˍˍˍ Shepherd dogs that wˍˍˍ traˍˍˍˍ tˍ attˍˍˍ anyone runˍˍˍˍ bˍ tˍˍ hˍˍˍˍ. ||ˍˍˍ Musk fˍˍˍˍˍ kˍˍˍ ˍˍˍˍˍˍ Shepherd dogs tˍˍˍ ˍˍˍˍ tˍˍˍˍˍˍ ˍˍ aˍˍˍˍˍ anyone rˍˍˍˍˍˍ ˍˍ ˍˍˍ house. || 马斯克家里养了一些德国牧羊犬，这些狗被训练成攻击任何从房子旁跑过的人。
When he was six, Elon was racing down the driveway and his favorite dog attacked him, taking a massive bite out of his back. ||When he wˍˍ sˍˍ, Elon wˍˍ racing down tˍˍ driveway aˍˍ his faˍˍˍˍte dog attacked him, taking ˍ maˍˍˍve bite oˍˍ oˍ his back. ||Wˍˍˍ he wˍˍ sˍˍ, Elon wˍˍ racing dˍˍˍ tˍˍ driveway aˍˍ his fˍˍˍˍˍˍe dog attacked him, taking ˍ mˍˍˍˍˍe bite oˍˍ oˍ his back. ||Wˍˍˍ he wˍˍ sˍˍ, Elon wˍˍ raciˍˍ dˍˍˍ tˍˍ driveway aˍˍ his fˍˍˍˍˍˍe dog attaˍˍˍˍ him, takiˍˍ ˍ mˍˍˍˍˍe bite oˍˍ oˍ his back. ||Wˍˍˍ he wˍˍ sˍˍ, Elon wˍˍ racˍˍˍ dˍˍˍ tˍˍ driveway aˍˍ his fˍˍˍˍˍˍˍ dˍˍ attˍˍˍˍˍ him, takˍˍˍ ˍ mˍˍˍˍˍˍ bite oˍˍ oˍ his bˍˍˍ. ||Wˍˍˍ hˍ ˍˍˍ ˍˍˍ, Elon ˍˍˍ rˍˍˍˍˍ ˍˍˍˍ ˍˍˍ driveway aˍˍ hˍˍ ˍˍˍˍˍˍˍˍ dˍˍ aˍˍˍˍˍˍˍ him, tˍˍˍˍˍ ˍ ˍˍˍˍˍˍˍ bite ˍˍˍ ˍˍ hˍˍ back. || 六岁时，埃隆在车道上奔跑，他最喜欢的狗袭击了他，在他背上咬了一大口。
